57,150,3,18:23
79,150,3,19:12
47,150,3,20:14
7,150,3,21:12
9,150,3,22:13
0,150,3,23:14
0,150,4,1:18
0,150,4,2:51
0,150,4,3:24
0,150,4,4:18
0,150,4,5:13
1,150,4,6:18
6,150,4,7:13
13,150,4,8:18
7,150,4,9:14
4,150,4,10:15
2,150,4,11:12
6,150,4,12:29
6,150,4,13:26
9,150,4,14:13
21,150,4,15:15
25,150,4,16:19
17,150,4,17:13
50,150,4,18:18
59,150,4,19:11
43,150,4,20:14
24,150,4,21:12
10,150,4,22:13
6,150,4,23:15
0,150,5,1:13
0,150,5,2:59
0,150,5,3:38
0,150,5,4:17
0,150,5,5:13
0,150,5,6:18
11,150,5,7:13
19,150,5,8:18
9,150,5,9:14
9,150,5,10:15
12,150,5,11:12
7,150,5,12:29
10,150,5,13:23
17,150,5,14:13
21,150,5,15:14
24,150,5,16:19
18,150,5,17:12
22,150,5,18:18
33,150,5,19:11
27,150,5,20:15
12,150,5,21:12
6,150,5,22:13
2,150,5,23:14
0,150,6,1:9
0,150,6,2:48
0,150,6,3:21
0,150,6,4:17
0,150,6,5:12
0,150,6,6:17
0,150,6,7:12
9,150,6,8:17
27,150,6,9:13
85,150,6,10:14
82,150,6,11:11
36,150,6,12:25
35,150,6,13:20
35,150,6,14:12
22,150,6,15:13
19,150,6,16:18
24,150,6,17:12
20,150,6,18:16
27,150,6,19:11
20,150,6,20:14
1,150,6,21:12
0,150,6,22:13
0,150,6,23:13
0,150,0,1:18
0,150,0,3:3
0,150,0,4:17
0,150,0,5:12
0,150,0,6:17
0,150,0,7:12
2,150,0,8:17
3,150,0,9:13
14,150,0,10:14
23,150,0,11:11
15,150,0,12:25
29,150,0,13:20
47,150,0,14:12
102,150,0,15:13
90,150,0,16:18
48,150,0,17:12
46,150,0,18:16
38,150,0,19:11
20,150,0,20:14
6,150,0,21:12
0,150,0,22:13
0,150,0,23:15
0,150,1,1:12
0,150,1,2:54
0,150,1,3:27
0,150,1,4:18
0,150,1,5:13
2,150,1,6:19
7,150,1,7:13
10,150,1,8:19
6,150,1,9:14
6,150,1,10:16
13,150,1,11:12
8,150,1,13:25
10,150,1,14:13
9,150,1,15:13
13,150,1,16:17
20,150,1,17:13
37,150,1,18:18
59,150,1,19:11
53,150,1,20:15
17,150,1,21:13
7,150,1,22:14
3,150,1,23:15
0,150,2,1:13
0,150,2,2:51
0,150,2,3:24
0,150,2,4:18
0,150,2,5:13
0,150,2,6:18
7,150,2,7:13
15,150,2,8:19
17,150,2,9:14
11,150,2,10:15
9,150,2,11:12
15,150,2,12:29
12,150,2,13:25
9,150,2,14:13
12,150,2,15:15
18,150,2,16:20
25,150,2,17:11
31,150,2,18:17
56,150,2,19:12
60,150,2,20:15
28,150,2,21:13
10,150,2,22:13
3,150,2,23:15
0,150,3,1:14
0,150,3,2:48
0,150,3,3:22
0,150,3,4:18
0,150,3,5:13
2,150,3,6:18
9,150,3,7:13
17,150,3,8:19
13,150,3,9:14
8,150,3,10:15
11,150,3,11:12
12,150,3,12:29
16,150,3,13:28
17,150,3,14:13
15,150,3,15:15
10,150,3,16:20
15,150,3,17:13
30,150,3,18:18
53,150,3,19:12
58,150,3,20:15
33,150,3,21:13
13,150,3,22:14
4,150,3,23:15
0,150,4,1:22
0,150,4,3:7
0,150,4,4:18
0,150,4,5:14
1,150,4,6:19
8,150,4,7:13
11,150,4,8:19
7,150,4,9:14
5,150,4,10:16
7,150,4,11:12
10,150,4,12:29
14,150,4,13:32
13,150,4,14:13
11,150,4,15:15
24,150,4,16:20
22,150,4,17:13
35,150,4,18:18
69,150,4,19:12
75,150,4,20:13
38,150,4,21:11
8,150,4,22:13
2,150,4,23:14
0,150,5,1:8
0,150,5,2:45
0,150,5,3:18
0,150,5,4:16
0,150,5,5:12
0,150,5,6:17
5,150,5,7:12
9,150,5,8:17
10,150,5,9:13
9,150,5,10:15
13,150,5,11:9
11,150,5,12:26
5,150,5,13:20
23,150,5,14:12
29,150,5,15:12
15,150,5,16:18
16,150,5,17:12
35,150,5,18:16
57,150,5,19:10
48,150,5,20:14
16,150,5,21:12
3,150,5,22:13
0,150,5,23:13
0,150,6,1:5
0,150,6,2:34
0,150,6,3:14
0,150,6,4:16
0,150,6,5:12
0,150,6,6:16
0,150,6,7:11
6,150,6,8:16
19,150,6,9:12
48,150,6,10:13
49,150,6,11:10
29,150,6,12:24
24,150,6,13:17
17,150,6,14:11
27,150,6,15:12
28,150,6,16:17
23,150,6,17:11
26,150,6,18:16
20,150,6,19:10
16,150,6,20:13
8,150,6,21:12
0,150,6,22:12
0,150,6,23:13
0,150,0,1:9
0,150,0,2:41
0,150,0,3:15
0,150,0,4:16
0,150,0,5:12
0,150,0,6:16
0,150,0,7:11
0,150,0,8:16
5,150,0,9:12
32,150,0,10:13
36,150,0,11:10
31,150,0,12:25
28,150,0,13:18
22,150,0,14:11
31,150,0,15:12
32,150,0,16:17
41,150,0,17:12
44,150,0,18:15
40,150,0,19:10
27,150,0,20:13
7,150,0,21:11
0,150,0,22:12
0,150,0,23:13
0,150,1,1:7
0,150,1,2:39
0,150,1,3:14
0,150,1,4:17
0,150,1,5:13
1,150,1,6:17
11,150,1,7:13
11,150,1,8:18
2,150,1,9:14
2,150,1,10:15
7,150,1,11:11
16,150,1,12:27
13,150,1,13:21
12,150,1,14:12
10,150,1,15:14
11,150,1,16:19
37,150,1,18:18
78,150,1,19:11
71,150,1,20:14
27,150,1,21:12
10,150,1,22:13
3,150,1,23:14
0,150,2,1:8
0,150,2,2:40
0,150,2,3:15
0,150,2,4:16
0,150,2,5:12
1,150,2,6:17
6,150,2,7:12
11,150,2,8:18
10,150,2,9:13
7,150,2,10:14
11,150,2,11:11
11,150,2,12:28
11,150,2,13:23
12,150,2,14:12
18,150,2,15:14
23,150,2,16:19
25,150,2,17:12
49,150,2,18:17
95,150,2,19:11
68,150,2,20:13
13,150,2,21:12
12,150,2,22:13
5,150,2,23:14
0,150,3,1:10
0,150,3,2:47
0,150,3,3:19
0,150,3,4:16
0,150,3,5:12
1,150,3,6:17
7,150,3,7:12
13,150,3,8:17
12,150,3,9:13
10,150,3,10:14
10,150,3,11:11
12,150,3,12:26
12,150,3,13:21
10,150,3,14:12
12,150,3,15:14
19,150,3,16:19
21,150,3,17:12
28,150,3,18:17
53,150,3,19:11
52,150,3,20:14
26,150,3,21:12
11,150,3,22:13
2,150,3,23:13
0,150,4,1:8
0,150,4,2:42
0,150,4,3:16
0,150,4,4:17
0,150,4,5:13
1,150,4,6:18
7,150,4,7:12
10,150,4,8:18
7,150,4,9:13
5,150,4,10:16
1,150,4,11:11
8,150,4,12:27
15,150,4,13:21
17,150,4,14:12
14,150,4,15:13
9,150,4,16:19
15,150,4,17:12
43,150,4,18:16
66,150,4,19:11
57,150,4,20:13
25,150,4,21:12
10,150,4,22:13
2,150,4,23:15
0,150,5,1:9
0,150,5,2:43
0,150,5,3:16
0,150,5,4:17
0,150,5,5:12
0,150,5,6:17
6,150,5,7:12
14,150,5,8:17
9,150,5,9:13
6,150,5,10:14
10,150,5,11:11
11,150,5,12:25
11,150,5,13:20
20,150,5,14:12
19,150,5,15:13
7,150,5,16:19
12,150,5,17:12
33,150,5,18:16
46,150,5,19:11
36,150,5,20:14
23,150,5,21:12
12,150,5,22:13
0,150,5,23:14
0,150,6,1:5
0,150,6,2:37
0,150,6,3:14
0,150,6,4:16
0,150,6,5:12
0,150,6,6:17
0,150,6,7:11
8,150,6,8:17
25,150,6,9:12
72,150,6,10:13
63,150,6,11:11
30,150,6,12:24
32,150,6,13:18
31,150,6,14:11
32,150,6,15:13
26,150,6,16:18
19,150,6,17:11
17,150,6,18:16
11,150,6,19:10
6,150,6,20:13
2,150,6,21:11
0,150,6,22:12
0,150,6,23:13
0,150,0,1:15
0,150,0,2:47
0,150,0,3:19
0,150,0,4:17
0,150,0,5:12
0,150,0,6:16
0,150,0,7:11
0,150,0,8:16
10,150,0,9:12
29,150,0,10:13
35,150,0,11:10
44,150,0,12:25
37,150,0,13:18
24,150,0,14:11
25,150,0,15:12
34,150,0,16:17
41,150,0,17:11
30,150,0,18:16
26,150,0,19:10
19,150,0,20:13
1,150,0,21:11
0,150,0,22:12
0,150,0,23:13
0,150,1,1:10
0,150,1,2:46
0,150,1,3:19
0,150,1,4:17
0,150,1,5:12
2,150,1,6:18
5,150,1,7:13
5,150,1,8:18
5,150,1,9:14
4,150,1,10:15
7,150,1,11:11
9,150,1,12:27
6,150,1,13:22
6,150,1,14:13
4,150,1,15:14
9,150,1,16:20
14,150,1,17:12
23,150,1,18:17
37,150,1,19:14
39,150,1,20:13
28,150,1,21:12
12,150,1,22:13
4,150,1,23:14
0,150,2,1:13
0,150,2,2:49
0,150,2,3:21
0,150,2,4:17
0,150,2,5:12
1,150,2,6:18
4,150,2,7:12
4,150,2,8:18
4,150,2,9:14
4,150,2,10:15
7,150,2,11:11
7,150,2,12:27
5,150,2,13:21
5,150,2,14:13
5,150,2,15:17
22,150,2,16:19
27,150,2,17:12
37,150,2,18:17
49,150,2,19:11
41,150,2,20:14
23,150,2,21:12
7,150,2,22:13
3,150,2,23:14
0,150,3,1:9
0,150,3,2:46
0,150,3,3:18
0,150,3,4:17
0,150,3,5:12
0,150,3,6:17
3,150,3,7:13
7,150,3,8:18
5,150,3,9:13
3,150,3,10:14
6,150,3,11:11
14,150,3,12:27
14,150,3,13:21
8,150,3,14:12
6,150,3,15:14
10,150,3,16:19
12,150,3,17:12
28,150,3,18:17
53,150,3,19:11
47,150,3,20:14
15,150,3,21:12
2,150,3,22:12
5,150,3,23:14
0,150,4,1:10
0,150,4,2:45
0,150,4,3:18
0,150,4,4:17
0,150,4,5:12
1,150,4,6:17
4,150,4,7:12
7,150,4,8:18
8,150,4,9:13
6,150,4,10:15
11,150,4,11:11
12,150,4,12:27
11,150,4,13:22
10,150,4,14:13
11,150,4,15:14
12,150,4,16:19
12,150,4,17:12
20,150,4,18:15
38,150,4,19:10
51,150,4,20:13
35,150,4,21:11
13,150,4,22:12
2,150,4,23:14
0,150,5,1:5
0,150,5,2:31
0,150,5,3:14
0,150,5,4:16
0,150,5,5:12
0,150,5,6:16
1,150,5,7:11
2,150,5,8:16
3,150,5,9:12
2,150,5,10:14
8,150,5,11:10
19,150,5,12:23
10,150,5,13:17
15,150,5,14:11
20,150,5,15:15
23,150,5,16:17
20,150,5,17:12
15,150,5,18:15
17,150,5,19:10
21,150,5,20:13
24,150,5,21:11
9,150,5,22:12
1,150,5,23:13
0,150,6,1:3
0,150,6,2:29
0,150,6,3:13
0,150,6,4:15
0,150,6,5:11
0,150,6,6:15
0,150,6,7:11
2,150,6,8:15
10,150,6,9:11
51,150,6,10:12
54,150,6,11:9
17,150,6,12:22
20,150,6,13:15
23,150,6,14:10
27,150,6,15:11
19,150,6,16:16
15,150,6,17:10
12,150,6,18:14
16,150,6,19:9
16,150,6,20:12
5,150,6,21:10
0,150,6,22:11
0,150,6,23:12
0,150,0,1:6
0,150,0,2:32
0,150,0,3:14
0,150,0,4:15
0,150,0,5:11
0,150,0,6:15
0,150,0,7:11
2,150,0,8:15
6,150,0,9:11
20,150,0,10:12
30,150,0,11:10
30,150,0,12:23
26,150,0,13:15
13,150,0,14:10
11,150,0,15:12
16,150,0,16:17
19,150,0,17:10
28,150,0,18:14
26,150,0,19:9
19,150,0,20:12
2,150,0,21:10
0,150,0,22:11
0,150,0,23:12
0,150,1,1:3
0,150,1,2:31
0,150,1,3:14
0,150,1,4:16
0,150,1,5:12
1,150,1,6:17
6,150,1,7:12
10,150,1,8:17
6,150,1,9:14
2,150,1,10:16
8,150,1,11:11
14,150,1,12:25
14,150,1,13:19
12,150,1,14:12
10,150,1,15:16
12,150,1,16:20
16,150,1,17:11
23,150,1,18:16
45,150,1,19:10
46,150,1,20:15
20,150,1,21:12
8,150,1,22:12
4,150,1,23:13
0,150,2,1:7
0,150,2,2:35
0,150,2,3:14
0,150,2,4:16
0,150,2,5:12
0,150,2,6:18
10,150,2,7:12
11,150,2,8:17
3,150,2,9:13
4,150,2,10:15
5,150,2,11:11
9,150,2,12:25
5,150,2,13:18
6,150,2,14:13
11,150,2,15:15
16,150,2,16:19
23,150,2,17:12
27,150,2,18:16
39,150,2,19:10
38,150,2,20:14
20,150,2,21:11
8,150,2,22:12
1,150,2,23:13
0,150,3,1:2
0,150,3,2:32
0,150,3,3:14
0,150,3,4:16
0,150,3,5:12
1,150,3,6:16
4,150,3,7:12
8,150,3,8:17
9,150,3,9:13
6,150,3,10:14
5,150,3,11:11
14,150,3,12:25
17,150,3,13:19
12,150,3,14:12
7,150,3,15:14
14,150,3,16:19
14,150,3,17:12
13,150,3,18:16
25,150,3,19:10
25,150,3,20:13
14,150,3,21:11
9,150,3,22:12
4,150,3,23:13
0,150,4,1:6
0,150,4,2:34
0,150,4,3:14
0,150,4,4:16
0,150,4,5:12
0,150,4,6:17
1,150,4,7:12
4,150,4,8:16
7,150,4,9:12
10,150,4,10:14
7,150,4,11:11
8,150,4,12:25
8,150,4,13:19
5,150,4,14:12
8,150,4,15:14
9,150,4,16:18
14,150,4,17:12
17,150,4,18:16
29,150,4,19:10
25,150,4,20:13
5,150,4,21:11
3,150,4,22:12
2,150,4,23:15
0,150,5,1:4
0,150,5,2:35
0,150,5,3:14
0,150,5,4:15
0,150,5,5:12
0,150,5,6:17
4,150,5,7:12
5,150,5,8:16
1,150,5,9:12
4,150,5,10:14
20,150,5,11:11
19,150,5,12:24
7,150,5,13:18
11,150,5,14:11
24,150,5,15:13
28,150,5,16:17
20,150,5,17:12
12,150,5,18:16
6,150,5,19:10
7,150,5,20:13
8,150,5,21:11
5,150,5,22:12
1,150,5,23:13
0,150,6,1:0
0,150,6,2:8
0,150,6,3:13
0,150,6,4:15
0,150,6,5:11
0,150,6,6:15
0,150,6,7:11
2,150,6,8:16
5,150,6,9:11
20,150,6,10:12
20,150,6,11:10
13,150,6,12:22
18,150,6,13:15
9,150,6,14:10
10,150,6,15:12
10,150,6,16:17
5,150,6,17:11
0,150,6,18:14
0,150,6,19:9
0,150,6,20:12
0,150,6,21:10
0,150,6,22:11
0,150,6,23:12
0,150,0,1:8
0,150,0,2:36
0,150,0,3:13
0,150,0,4:15
0,150,0,5:11
0,150,0,6:15
0,150,0,7:11
0,150,0,8:16
0,150,0,9:12
0,150,0,10:13
0,150,0,11:10
0,150,0,12:23
0,150,0,13:15
0,150,0,14:11
0,150,0,15:12
0,150,0,16:17
0,150,0,17:11
0,150,0,18:14
0,150,0,19:10
0,150,0,20:13
0,150,0,21:11
0,150,0,22:12
0,150,0,23:13
0,150,1,1:6
0,150,1,2:35
0,150,1,3:14
0,150,1,4:16
0,150,1,5:12
0,150,1,6:17
0,150,1,7:12
0,150,1,8:17
0,150,1,9:12
6,150,1,10:13
7,150,1,11:10
9,150,1,12:24
19,150,1,13:17
22,150,1,14:11
19,150,1,15:13
15,150,1,16:17
5,150,1,17:11
1,150,1,18:15
0,150,1,19:10
0,150,1,20:13
0,150,1,21:11
0,150,1,22:12
0,150,1,23:13
0,150,2,1:5
0,150,2,2:32
0,150,2,3:14
0,150,2,4:16
0,150,2,5:12
0,150,2,6:17
0,150,2,7:12
0,150,2,8:16
0,150,2,9:12
1,150,2,10:13
9,150,2,11:10
17,150,2,12:24
13,150,2,13:17
7,150,2,14:11
19,150,2,15:13
20,150,2,16:18
8,150,2,17:11
7,150,2,18:15
10,150,2,19:10
9,150,2,20:13
5,150,2,21:11
2,150,2,22:12
0,150,2,23:13
0,150,3,1:4
0,150,3,2:33
0,150,3,3:14
0,150,3,4:15
0,150,3,5:12
0,150,3,6:17
0,150,3,7:11
0,150,3,8:16
2,150,3,9:12
9,150,3,10:14
23,150,3,11:11
16,150,3,12:24
8,150,3,13:17
10,150,3,14:11
9,150,3,15:13
11,150,3,16:17
19,150,3,17:11
17,150,3,18:16
11,150,3,19:10
11,150,3,20:13
4,150,3,21:11
3,150,3,22:12
1,150,3,23:13
0,150,4,1:7
0,150,4,2:35
0,150,4,3:14
0,150,4,4:16
0,150,4,5:12
0,150,4,6:16
0,150,4,7:11
0,150,4,8:16
2,150,4,9:12
7,150,4,10:13
11,150,4,11:11
16,150,4,12:24
11,150,4,13:17
9,150,4,14:11
18,150,4,15:13
16,150,4,16:17
12,150,4,17:11
13,150,4,18:16
19,150,4,19:10
15,150,4,20:13
10,150,4,21:11
7,150,4,22:12
2,150,4,23:14
0,150,5,1:6
0,150,5,2:35
0,150,5,3:14
0,150,5,4:15
0,150,5,5:12
0,150,5,6:17
0,150,5,7:11
0,150,5,8:16
1,150,5,9:12
7,150,5,10:13
22,150,5,11:10
18,150,5,12:23
7,150,5,13:17
16,150,5,14:11
21,150,5,15:13
21,150,5,16:16
18,150,5,17:11
11,150,5,18:15
15,150,5,19:10
13,150,5,20:13
4,150,5,21:11
1,150,5,22:12
0,150,5,23:12
0,150,6,1:4
0,150,6,2:31
0,150,6,3:13
0,150,6,4:15
0,150,6,5:11
0,150,6,6:16
0,150,6,7:11
1,150,6,8:16
8,150,6,9:12
38,150,6,10:12
41,150,6,11:10
27,150,6,12:22
35,150,6,13:15
43,150,6,14:12
50,150,6,15:12
34,150,6,16:16
9,150,6,17:10
2,150,6,18:15
0,150,6,19:9
0,150,6,20:12
0,150,6,21:11
0,150,6,22:11
0,150,6,23:12
0,150,0,1:16
0,150,0,2:49
0,150,0,3:18
0,150,0,4:15
0,150,0,5:11
0,150,0,6:15
0,150,0,7:11
0,150,0,8:16
0,150,0,9:12
0,150,0,10:13
0,150,0,11:10
2,150,0,12:24
16,150,0,13:16
27,150,0,14:11
27,150,0,15:12
30,150,0,16:17
39,150,0,17:10
25,150,0,18:15
15,150,0,19:10
15,150,0,20:13
4,150,0,21:11
1,150,0,22:11
1,150,0,23:13
0,150,1,1:6
0,150,1,2:35
0,150,1,3:14
0,150,1,4:16
0,150,1,5:12
0,150,1,6:17
0,150,1,7:12
3,150,1,8:17
9,150,1,9:13
16,150,1,10:14
20,150,1,11:11
22,150,1,12:25
26,150,1,13:19
32,150,1,14:12
26,150,1,15:13
26,150,1,16:17
30,150,1,17:11
33,150,1,18:16
29,150,1,19:10
16,150,1,20:13
4,150,1,21:11
0,150,1,22:12
0,150,1,23:13
0,150,2,1:5
0,150,2,2:33
0,150,2,3:14
0,150,2,4:15
0,150,2,5:12
2,150,2,6:15
3,150,2,7:12
4,150,2,8:17
9,150,2,9:13
12,150,2,10:14
6,150,2,11:10
8,150,2,12:27
14,150,2,13:19
9,150,2,14:12
11,150,2,15:14
18,150,2,16:18
30,150,2,17:11
52,150,2,18:16
61,150,2,19:10
39,150,2,20:14
15,150,2,21:12
6,150,2,22:12
2,150,2,23:13
0,150,3,1:6
0,150,3,2:37
0,150,3,3:14
0,150,3,4:16
0,150,3,5:12
1,150,3,6:16
10,150,3,7:12
15,150,3,8:17
9,150,3,9:13
9,150,3,10:15
9,150,3,11:11
12,150,3,12:26
11,150,3,13:20
12,150,3,14:13
11,150,3,15:16
25,150,3,16:24
24,150,3,17:14
35,150,3,18:17
72,150,3,19:12
54,150,3,20:14
19,150,3,21:12
7,150,3,22:12
1,150,3,23:13
0,150,4,1:9
0,150,4,2:38
0,150,4,3:14
0,150,4,4:16
0,150,4,5:12
1,150,4,6:16
8,150,4,7:12
15,150,4,8:18
11,150,4,9:13
13,150,4,10:14
15,150,4,11:11
11,150,4,12:26
8,150,4,13:22
13,150,4,14:13
14,150,4,15:15
11,150,4,16:20
15,150,4,17:12
56,150,4,18:17
106,150,4,19:11
82,150,4,20:14
28,150,4,21:12
12,150,4,22:13
7,150,4,23:15
0,150,5,1:9
0,150,5,2:42
0,150,5,3:14
0,150,5,4:16
0,150,5,5:12
1,150,5,6:17
10,150,5,7:12
15,150,5,8:17
6,150,5,9:13
3,150,5,10:14
6,150,5,11:11
25,150,5,12:25
32,150,5,13:20
27,150,5,14:12
18,150,5,15:14
29,150,5,16:19
28,150,5,17:12
39,150,5,18:16
52,150,5,19:11
37,150,5,20:14
16,150,5,21:11
3,150,5,22:12
1,150,5,23:13
0,150,6,1:5
0,150,6,2:35
0,150,6,3:14
0,150,6,4:15
0,150,6,5:12
0,150,6,6:15
0,150,6,7:11
5,150,6,8:16
27,150,6,9:12
88,150,6,10:12
99,150,6,11:10
43,150,6,12:23
24,150,6,13:15
22,150,6,14:11
51,150,6,15:12
59,150,6,16:17
39,150,6,17:11
37,150,6,18:15
44,150,6,19:10
27,150,6,20:13
8,150,6,21:10
2,150,6,22:11
0,150,6,23:12
0,150,0,1:11
0,150,0,2:42
0,150,0,3:14
0,150,0,4:16
0,150,0,5:11
0,150,0,6:16
0,150,0,7:11
1,150,0,8:16
7,150,0,9:12
25,150,0,10:13
46,150,0,11:10
65,150,0,12:24
66,150,0,13:16
50,150,0,14:11
47,150,0,15:12
34,150,0,16:17
39,150,0,17:11
66,150,0,18:15
56,150,0,19:10
16,150,0,20:13
8,150,0,21:11
0,150,0,22:12
0,150,0,23:13
0,150,1,1:7
0,150,1,2:37
0,150,1,3:14
0,150,1,4:16
0,150,1,5:12
1,150,1,6:17
8,150,1,7:13
9,150,1,8:18
3,150,1,9:14
4,150,1,10:15
7,150,1,11:11
8,150,1,12:27
9,150,1,13:21
10,150,1,14:15
17,150,1,15:20
26,150,1,16:24
31,150,1,17:14
39,150,1,18:17
57,150,1,19:11
67,150,1,20:15
35,150,1,21:12
8,150,1,22:13
2,150,1,23:13
0,150,2,1:10
0,150,2,2:43
0,150,2,3:15
0,150,2,4:16
0,150,2,5:12
3,150,2,6:18
13,150,2,7:12
19,150,2,8:17
8,150,2,9:13
1,150,2,10:14
7,150,2,11:11
9,150,2,12:27
7,150,2,13:21
3,150,2,14:16
8,150,2,15:19
20,150,2,16:20
25,150,2,17:13
62,150,2,18:16
118,150,2,19:11
107,150,2,20:14
42,150,2,21:12
11,150,2,22:13
1,150,2,23:13
0,150,3,1:8
0,150,3,2:40
0,150,3,3:14
0,150,3,4:16
0,150,3,5:12
5,150,3,6:17
15,150,3,7:12
13,150,3,8:18
11,150,3,9:16
10,150,3,10:17
8,150,3,11:11
15,150,3,12:27
13,150,3,13:23
20,150,3,14:18
21,150,3,15:26
13,150,3,16:25
15,150,3,17:17
52,150,3,18:20
72,150,3,19:11
57,150,3,20:14
30,150,3,21:12
15,150,3,22:14
7,150,3,23:13
0,150,4,1:9
0,150,4,2:39
0,150,4,3:14
0,150,4,4:16
0,150,4,5:12
3,150,4,6:17
9,150,4,7:12
14,150,4,8:18
